SAMPID	SMTSD
GTEX-11GS4-0226-SM-5HL77	Skin - Unexposed (Suprapubic)
GTEX-11GSP-2326-SM-5HL63	Skin - Unexposed (Suprapubic)
GTEX-11LCK-2226-SM-5HL4Q	Skin - Unexposed (Suprapubic)
GTEX-11NSD-0626-SM-5A5LU	Skin - Unexposed (Suprapubic)
GTEX-11NUK-2726-SM-5A5MC	Skin - Unexposed (Suprapubic)
GTEX-11O72-0626-SM-5PNYE	Skin - Unexposed (Suprapubic)
GTEX-11OF3-0126-SM-5PNYF	Skin - Unexposed (Suprapubic)
GTEX-11P7K-1126-SM-5HL4L	Skin - Unexposed (Suprapubic)
GTEX-11P81-2226-SM-5PNYI	Skin - Unexposed (Suprapubic)
GTEX-11P82-1426-SM-5BC5L	Skin - Unexposed (Suprapubic)
GTEX-11PRG-0726-SM-5EGL1	Skin - Unexposed (Suprapubic)
GTEX-11TT1-1826-SM-5EQLV	Skin - Unexposed (Suprapubic)
GTEX-11TUW-0626-SM-5LU9M	Skin - Unexposed (Suprapubic)
GTEX-11UD2-2526-SM-5CVNU	Skin - Unexposed (Suprapubic)
GTEX-11VI4-1126-SM-5EQMD	Skin - Unexposed (Suprapubic)
GTEX-11WQC-1826-SM-5GU59	Skin - Unexposed (Suprapubic)
GTEX-11WQK-1026-SM-5EQLX	Skin - Unexposed (Suprapubic)
GTEX-11ZTT-2126-SM-5CVLO	Skin - Unexposed (Suprapubic)
GTEX-11ZU8-0126-SM-5EQ58	Skin - Unexposed (Suprapubic)
GTEX-11ZUS-2626-SM-5FQUR	Skin - Unexposed (Suprapubic)
GTEX-1211K-1526-SM-5FQU4	Skin - Unexposed (Suprapubic)
GTEX-12126-0826-SM-5FQTZ	Skin - Unexposed (Suprapubic)
GTEX-1212Z-0126-SM-59HK4	Skin - Unexposed (Suprapubic)
GTEX-12584-0726-SM-5FQTK	Skin - Unexposed (Suprapubic)
GTEX-12696-0126-SM-5EQ4L	Skin - Unexposed (Suprapubic)
GTEX-1269C-0126-SM-5EQ5L	Skin - Unexposed (Suprapubic)
GTEX-12BJ1-0926-SM-5EQ62	Skin - Unexposed (Suprapubic)
GTEX-12C56-1526-SM-5FQUQ	Skin - Unexposed (Suprapubic)
GTEX-12KS4-2126-SM-5FQUT	Skin - Unexposed (Suprapubic)
GTEX-12WSA-0426-SM-5EQ5X	Skin - Unexposed (Suprapubic)
GTEX-12WSB-2926-SM-59HKL	Skin - Unexposed (Suprapubic)
GTEX-12WSC-2826-SM-5BC5Y	Skin - Unexposed (Suprapubic)
GTEX-12WSD-0626-SM-5GCMW	Skin - Unexposed (Suprapubic)
GTEX-12WSH-1526-SM-5BC5W	Skin - Unexposed (Suprapubic)
GTEX-12WSJ-1126-SM-5LZVJ	Skin - Unexposed (Suprapubic)
GTEX-12WSK-2126-SM-5CVNC	Skin - Unexposed (Suprapubic)
GTEX-12WSL-2026-SM-5GCML	Skin - Unexposed (Suprapubic)
GTEX-12WSM-1926-SM-5BC65	Skin - Unexposed (Suprapubic)
GTEX-12ZZX-2426-SM-5GCOE	Skin - Unexposed (Suprapubic)
GTEX-12ZZY-0726-SM-5EQ66	Skin - Unexposed (Suprapubic)
GTEX-12ZZZ-0726-SM-5GCNZ	Skin - Unexposed (Suprapubic)
GTEX-13112-0126-SM-5P9IU	Skin - Unexposed (Suprapubic)
GTEX-13113-1626-SM-5EQ4I	Skin - Unexposed (Suprapubic)
GTEX-1313W-0626-SM-5EQ4H	Skin - Unexposed (Suprapubic)
GTEX-1314G-1326-SM-5BC6E	Skin - Unexposed (Suprapubic)
GTEX-131XE-1626-SM-5K7VO	Skin - Unexposed (Suprapubic)
GTEX-131XF-2626-SM-5EQ6K	Skin - Unexposed (Suprapubic)
GTEX-131XG-0326-SM-5L3DX	Skin - Unexposed (Suprapubic)
GTEX-131XH-0126-SM-5LZUY	Skin - Unexposed (Suprapubic)
GTEX-131XW-0626-SM-5PNVD	Skin - Unexposed (Suprapubic)
GTEX-131YS-2826-SM-5EQ47	Skin - Unexposed (Suprapubic)
GTEX-132AR-0326-SM-5KM2C	Skin - Unexposed (Suprapubic)
GTEX-133LE-2326-SM-5K7W3	Skin - Unexposed (Suprapubic)
GTEX-1399Q-2326-SM-5KM2X	Skin - Unexposed (Suprapubic)
GTEX-1399S-0126-SM-5IJCF	Skin - Unexposed (Suprapubic)
GTEX-1399U-1126-SM-5L3DB	Skin - Unexposed (Suprapubic)
GTEX-139D8-1126-SM-5LU8W	Skin - Unexposed (Suprapubic)
GTEX-139T8-0626-SM-5KLZX	Skin - Unexposed (Suprapubic)
GTEX-139TS-2126-SM-5K7XC	Skin - Unexposed (Suprapubic)
GTEX-139TT-2126-SM-5LZWC	Skin - Unexposed (Suprapubic)
GTEX-139TU-0726-SM-5L3EK	Skin - Unexposed (Suprapubic)
GTEX-139UW-0326-SM-5J1ML	Skin - Unexposed (Suprapubic)
GTEX-139YR-1026-SM-5LZYN	Skin - Unexposed (Suprapubic)
GTEX-13D11-0926-SM-5J2NC	Skin - Unexposed (Suprapubic)
GTEX-13FH7-1126-SM-5K7UG	Skin - Unexposed (Suprapubic)
GTEX-13FHO-0426-SM-5L3F5	Skin - Unexposed (Suprapubic)
GTEX-13FLV-0126-SM-5K7WT	Skin - Unexposed (Suprapubic)
GTEX-13FTW-0326-SM-5K7UW	Skin - Unexposed (Suprapubic)
GTEX-13FTX-1526-SM-5K7VJ	Skin - Unexposed (Suprapubic)
GTEX-13FTY-2126-SM-5IFFB	Skin - Unexposed (Suprapubic)
GTEX-13G51-1826-SM-5KLZH	Skin - Unexposed (Suprapubic)
GTEX-13IVO-0726-SM-5LZYV	Skin - Unexposed (Suprapubic)
GTEX-13JUV-2026-SM-5K7UA	Skin - Unexposed (Suprapubic)
GTEX-13JVG-0726-SM-5KM16	Skin - Unexposed (Suprapubic)
GTEX-13N11-2326-SM-5IJBF	Skin - Unexposed (Suprapubic)
GTEX-13N1W-2426-SM-5IJD1	Skin - Unexposed (Suprapubic)
GTEX-13N2G-0226-SM-5K7VF	Skin - Unexposed (Suprapubic)
GTEX-13NYB-0126-SM-5J1MD	Skin - Unexposed (Suprapubic)
GTEX-13NYC-0126-SM-5L3F4	Skin - Unexposed (Suprapubic)
GTEX-13NYS-0626-SM-5L3F1	Skin - Unexposed (Suprapubic)
GTEX-13NZ8-1226-SM-5KM4A	Skin - Unexposed (Suprapubic)
GTEX-13NZ9-2626-SM-5L3FK	Skin - Unexposed (Suprapubic)
GTEX-13O3O-2326-SM-5IJD6	Skin - Unexposed (Suprapubic)
GTEX-13O3Q-0126-SM-5KM34	Skin - Unexposed (Suprapubic)
GTEX-13O61-1426-SM-5KM3D	Skin - Unexposed (Suprapubic)
GTEX-13OVG-1626-SM-5J1NF	Skin - Unexposed (Suprapubic)
GTEX-13OVH-0526-SM-5L3E6	Skin - Unexposed (Suprapubic)
GTEX-13OVJ-0826-SM-5J1OK	Skin - Unexposed (Suprapubic)
GTEX-13OVL-0126-SM-5L3GJ	Skin - Unexposed (Suprapubic)
GTEX-13OW5-2326-SM-5L3HO	Skin - Unexposed (Suprapubic)
GTEX-13OW6-2726-SM-5J2OE	Skin - Unexposed (Suprapubic)
GTEX-13OW7-0426-SM-5K7VK	Skin - Unexposed (Suprapubic)
GTEX-13OW8-1026-SM-5J1NQ	Skin - Unexposed (Suprapubic)
GTEX-13PDP-0726-SM-5L3HP	Skin - Unexposed (Suprapubic)
GTEX-13PL6-1126-SM-5L3IE	Skin - Unexposed (Suprapubic)
GTEX-13PVQ-0626-SM-5LU47	Skin - Unexposed (Suprapubic)
GTEX-13PVR-0426-SM-5RQK2	Skin - Unexposed (Suprapubic)
GTEX-13QBU-1226-SM-5LU4G	Skin - Unexposed (Suprapubic)
GTEX-13RTJ-0126-SM-5S2NN	Skin - Unexposed (Suprapubic)
GTEX-13SLW-0626-SM-5Q5ER	Skin - Unexposed (Suprapubic)
GTEX-13U4I-2226-SM-5LU5H	Skin - Unexposed (Suprapubic)
GTEX-13VXT-1926-SM-5K7UO	Skin - Unexposed (Suprapubic)
GTEX-13VXU-0626-SM-5L3F9	Skin - Unexposed (Suprapubic)
GTEX-13W3W-0726-SM-5IJDQ	Skin - Unexposed (Suprapubic)
GTEX-13X6H-0926-SM-5SIB2	Skin - Unexposed (Suprapubic)
GTEX-13X6I-1826-SM-5SIAO	Skin - Unexposed (Suprapubic)
GTEX-13X6J-0626-SM-5LU5F	Skin - Unexposed (Suprapubic)
GTEX-13X6K-0626-SM-5LU5D	Skin - Unexposed (Suprapubic)
GTEX-144FL-0626-SM-5LU43	Skin - Unexposed (Suprapubic)
GTEX-144GL-0626-SM-5LU4D	Skin - Unexposed (Suprapubic)
GTEX-144GO-2026-SM-5O99P	Skin - Unexposed (Suprapubic)
GTEX-145LT-0526-SM-5LUB2	Skin - Unexposed (Suprapubic)
GTEX-145ME-1726-SM-5Q5EU	Skin - Unexposed (Suprapubic)
GTEX-145MF-0926-SM-5Q5EA	Skin - Unexposed (Suprapubic)
GTEX-145MG-1526-SM-5Q5EM	Skin - Unexposed (Suprapubic)
GTEX-145MH-2826-SM-5RQJF	Skin - Unexposed (Suprapubic)
GTEX-145MI-0626-SM-5SI8S	Skin - Unexposed (Suprapubic)
GTEX-145MN-1526-SM-5SI9T	Skin - Unexposed (Suprapubic)
GTEX-145MO-2826-SM-5LU96	Skin - Unexposed (Suprapubic)
GTEX-146FQ-2126-SM-5RQHU	Skin - Unexposed (Suprapubic)
GTEX-14753-0726-SM-5QGQO	Skin - Unexposed (Suprapubic)
GTEX-147F3-1726-SM-5SIAW	Skin - Unexposed (Suprapubic)
GTEX-147JS-0226-SM-5S2U9	Skin - Unexposed (Suprapubic)
GTEX-148VJ-0626-SM-5LUAW	Skin - Unexposed (Suprapubic)
GTEX-1497J-0226-SM-5QGPU	Skin - Unexposed (Suprapubic)
GTEX-14A5H-0826-SM-5QGPJ	Skin - Unexposed (Suprapubic)
GTEX-14A6H-2026-SM-5Q5DD	Skin - Unexposed (Suprapubic)
GTEX-14AS3-1526-SM-5Q5ED	Skin - Unexposed (Suprapubic)
GTEX-14B4R-1326-SM-5Q5EZ	Skin - Unexposed (Suprapubic)
GTEX-14BIN-1126-SM-5RQJZ	Skin - Unexposed (Suprapubic)
GTEX-14BMU-1226-SM-5S2OR	Skin - Unexposed (Suprapubic)
GTEX-14C38-0726-SM-5SI6M	Skin - Unexposed (Suprapubic)
GTEX-14C39-1726-SM-5RQIL	Skin - Unexposed (Suprapubic)
GTEX-14E6C-2426-SM-5S2NF	Skin - Unexposed (Suprapubic)
GTEX-U8XE-0226-SM-4E3J3	Skin - Unexposed (Suprapubic)
GTEX-UPJH-0226-SM-3GADV	Skin - Unexposed (Suprapubic)
GTEX-V1D1-2026-SM-3GAF4	Skin - Unexposed (Suprapubic)
GTEX-VUSG-2326-SM-4KL1U	Skin - Unexposed (Suprapubic)
GTEX-W5X1-2526-SM-3GILC	Skin - Unexposed (Suprapubic)
GTEX-WEY5-2326-SM-3GIKK	Skin - Unexposed (Suprapubic)
GTEX-WFG7-2026-SM-5SI7P	Skin - Unexposed (Suprapubic)
GTEX-WFON-1926-SM-3LK7L	Skin - Unexposed (Suprapubic)
GTEX-WH7G-2026-SM-3NMBL	Skin - Unexposed (Suprapubic)
GTEX-WHPG-2626-SM-3NMBR	Skin - Unexposed (Suprapubic)
GTEX-WHSB-1326-SM-3LK6W	Skin - Unexposed (Suprapubic)
GTEX-WHSE-0126-SM-3NMBT	Skin - Unexposed (Suprapubic)
GTEX-WHWD-1826-SM-3LK6I	Skin - Unexposed (Suprapubic)
GTEX-WI4N-2726-SM-3LK7Y	Skin - Unexposed (Suprapubic)
GTEX-WK11-2726-SM-3NMAQ	Skin - Unexposed (Suprapubic)
GTEX-WRHU-2826-SM-3MJG8	Skin - Unexposed (Suprapubic)
GTEX-WXYG-2026-SM-4E3IY	Skin - Unexposed (Suprapubic)
GTEX-WY7C-2126-SM-3NB2R	Skin - Unexposed (Suprapubic)
GTEX-WYBS-0626-SM-3NMAS	Skin - Unexposed (Suprapubic)
GTEX-WYJK-0526-SM-3NM8Z	Skin - Unexposed (Suprapubic)
GTEX-WYVS-1626-SM-3NM9R	Skin - Unexposed (Suprapubic)
GTEX-X3Y1-2026-SM-3P5YM	Skin - Unexposed (Suprapubic)
GTEX-X4EO-2926-SM-4E3JH	Skin - Unexposed (Suprapubic)
GTEX-X4EP-0626-SM-3P621	Skin - Unexposed (Suprapubic)
GTEX-X585-2426-SM-46MW2	Skin - Unexposed (Suprapubic)
GTEX-X5EB-1926-SM-4E3IW	Skin - Unexposed (Suprapubic)
GTEX-X8HC-0626-SM-4E3HQ	Skin - Unexposed (Suprapubic)
GTEX-XAJ8-1426-SM-47JYM	Skin - Unexposed (Suprapubic)
GTEX-XBEC-0726-SM-4QARZ	Skin - Unexposed (Suprapubic)
GTEX-XBED-1926-SM-47JYP	Skin - Unexposed (Suprapubic)
GTEX-XBEW-1126-SM-4QARW	Skin - Unexposed (Suprapubic)
GTEX-XK95-0226-SM-4AT58	Skin - Unexposed (Suprapubic)
GTEX-XMD2-2126-SM-4YCF8	Skin - Unexposed (Suprapubic)
GTEX-XOT4-0626-SM-4B66L	Skin - Unexposed (Suprapubic)
GTEX-XOTO-0726-SM-4B659	Skin - Unexposed (Suprapubic)
GTEX-XPVG-2126-SM-4B667	Skin - Unexposed (Suprapubic)
GTEX-XQ3S-1426-SM-4BOPR	Skin - Unexposed (Suprapubic)
GTEX-XQ8I-0926-SM-4BOOF	Skin - Unexposed (Suprapubic)
GTEX-XUJ4-1826-SM-4BOOU	Skin - Unexposed (Suprapubic)
GTEX-XUW1-0926-SM-4BONX	Skin - Unexposed (Suprapubic)
GTEX-XV7Q-1826-SM-4BRUV	Skin - Unexposed (Suprapubic)
GTEX-XXEK-1626-SM-4BRUZ	Skin - Unexposed (Suprapubic)
GTEX-XYKS-1426-SM-4BRUO	Skin - Unexposed (Suprapubic)
GTEX-Y111-0626-SM-4SOIT	Skin - Unexposed (Suprapubic)
GTEX-Y114-2126-SM-4TT8B	Skin - Unexposed (Suprapubic)
GTEX-Y3I4-1726-SM-4TT89	Skin - Unexposed (Suprapubic)
GTEX-Y3IK-1626-SM-4YCF5	Skin - Unexposed (Suprapubic)
GTEX-Y5V5-0126-SM-5S2NW	Skin - Unexposed (Suprapubic)
GTEX-Y5V6-2326-SM-4VDSA	Skin - Unexposed (Suprapubic)
GTEX-Y8E4-2026-SM-5IFJB	Skin - Unexposed (Suprapubic)
GTEX-Y8LW-1526-SM-5IFHL	Skin - Unexposed (Suprapubic)
GTEX-Y9LG-1126-SM-4VBQ7	Skin - Unexposed (Suprapubic)
GTEX-YB5K-2026-SM-4VDT3	Skin - Unexposed (Suprapubic)
GTEX-YEC3-1326-SM-5PNXV	Skin - Unexposed (Suprapubic)
GTEX-YEC4-1826-SM-4W1YP	Skin - Unexposed (Suprapubic)
GTEX-YECK-0326-SM-4W1YS	Skin - Unexposed (Suprapubic)
GTEX-YFCO-1226-SM-5LUAT	Skin - Unexposed (Suprapubic)
GTEX-YJ8O-2526-SM-5HL85	Skin - Unexposed (Suprapubic)
GTEX-Z93S-1626-SM-5CVMB	Skin - Unexposed (Suprapubic)
GTEX-ZA64-1026-SM-5HL8R	Skin - Unexposed (Suprapubic)
GTEX-ZAB4-2126-SM-5HL8U	Skin - Unexposed (Suprapubic)
GTEX-ZAJG-1526-SM-5CVML	Skin - Unexposed (Suprapubic)
GTEX-ZAK1-0626-SM-5HL8E	Skin - Unexposed (Suprapubic)
GTEX-ZC5H-1526-SM-5HL9Y	Skin - Unexposed (Suprapubic)
GTEX-ZDXO-3126-SM-5IJDF	Skin - Unexposed (Suprapubic)
GTEX-ZE7O-2726-SM-51MT5	Skin - Unexposed (Suprapubic)
GTEX-ZE9C-2526-SM-5IJDR	Skin - Unexposed (Suprapubic)
GTEX-ZF2S-1626-SM-57WES	Skin - Unexposed (Suprapubic)
GTEX-ZLFU-1826-SM-4WWBV	Skin - Unexposed (Suprapubic)
GTEX-ZLV1-1526-SM-4WWBC	Skin - Unexposed (Suprapubic)
GTEX-ZLWG-0826-SM-59888	Skin - Unexposed (Suprapubic)
GTEX-ZP4G-1426-SM-4WWCL	Skin - Unexposed (Suprapubic)
GTEX-ZPCL-1126-SM-4WWFE	Skin - Unexposed (Suprapubic)
GTEX-ZPU1-1126-SM-4YCF3	Skin - Unexposed (Suprapubic)
GTEX-ZT9W-1126-SM-57WDR	Skin - Unexposed (Suprapubic)
GTEX-ZT9X-1526-SM-5DUXD	Skin - Unexposed (Suprapubic)
GTEX-ZTSS-1426-SM-5985P	Skin - Unexposed (Suprapubic)
GTEX-ZTTD-2826-SM-4YCFA	Skin - Unexposed (Suprapubic)
GTEX-ZTX8-1326-SM-4YCEL	Skin - Unexposed (Suprapubic)
GTEX-ZU9S-1826-SM-5NQ9E	Skin - Unexposed (Suprapubic)
GTEX-ZVE1-0726-SM-51MRN	Skin - Unexposed (Suprapubic)
GTEX-ZVE2-2826-SM-5GU51	Skin - Unexposed (Suprapubic)
GTEX-ZVP2-0326-SM-57WBP	Skin - Unexposed (Suprapubic)
GTEX-ZVT2-0126-SM-5GIDQ	Skin - Unexposed (Suprapubic)
GTEX-ZVT4-2426-SM-5GIEI	Skin - Unexposed (Suprapubic)
GTEX-ZVTK-0226-SM-51MRG	Skin - Unexposed (Suprapubic)
GTEX-ZVZP-1226-SM-5GID7	Skin - Unexposed (Suprapubic)
GTEX-ZWKS-0626-SM-5GIDV	Skin - Unexposed (Suprapubic)
GTEX-ZXG5-2126-SM-59HKD	Skin - Unexposed (Suprapubic)
GTEX-ZY6K-1426-SM-5GZX2	Skin - Unexposed (Suprapubic)
GTEX-ZYFC-0426-SM-5GICQ	Skin - Unexposed (Suprapubic)
GTEX-ZYFD-0626-SM-5E44E	Skin - Unexposed (Suprapubic)
GTEX-ZYFG-1526-SM-5GZYM	Skin - Unexposed (Suprapubic)
GTEX-ZYT6-2326-SM-5GZY3	Skin - Unexposed (Suprapubic)
GTEX-ZYVF-0926-SM-5E44J	Skin - Unexposed (Suprapubic)
GTEX-ZYW4-0626-SM-59HJR	Skin - Unexposed (Suprapubic)
GTEX-ZYWO-2226-SM-5GZXR	Skin - Unexposed (Suprapubic)
GTEX-ZYY3-2926-SM-5GIEB	Skin - Unexposed (Suprapubic)
GTEX-ZZ64-1026-SM-5GZXG	Skin - Unexposed (Suprapubic)
GTEX-ZZPU-0826-SM-5GZX5	Skin - Unexposed (Suprapubic)
GTEX-111CU-1926-SM-5GZYZ	Skin - Sun Exposed (Lower leg)
GTEX-111FC-0126-SM-5N9DL	Skin - Sun Exposed (Lower leg)
GTEX-111VG-2426-SM-5GZXD	Skin - Sun Exposed (Lower leg)
GTEX-1122O-2126-SM-5EGIR	Skin - Sun Exposed (Lower leg)
GTEX-1128S-2326-SM-5GZZY	Skin - Sun Exposed (Lower leg)
GTEX-113JC-2326-SM-5EQ4E	Skin - Sun Exposed (Lower leg)
GTEX-117XS-2726-SM-5N9BL	Skin - Sun Exposed (Lower leg)
GTEX-117YW-2626-SM-5GZZH	Skin - Sun Exposed (Lower leg)
GTEX-117YX-2326-SM-5H12W	Skin - Sun Exposed (Lower leg)
GTEX-1192W-2626-SM-5Q5AF	Skin - Sun Exposed (Lower leg)
GTEX-1192X-0226-SM-5H12D	Skin - Sun Exposed (Lower leg)
GTEX-11DXW-0226-SM-5H122	Skin - Sun Exposed (Lower leg)
GTEX-11DXX-2426-SM-5GZZW	Skin - Sun Exposed (Lower leg)
GTEX-11DXY-2626-SM-5GIE7	Skin - Sun Exposed (Lower leg)
GTEX-11DXZ-2326-SM-5EGGV	Skin - Sun Exposed (Lower leg)
GTEX-11DYG-0126-SM-59883	Skin - Sun Exposed (Lower leg)
GTEX-11DZ1-0126-SM-5985Q	Skin - Sun Exposed (Lower leg)
GTEX-11EI6-0126-SM-5985R	Skin - Sun Exposed (Lower leg)
GTEX-11EM3-2426-SM-59861	Skin - Sun Exposed (Lower leg)
GTEX-11EMC-2926-SM-5EQ4F	Skin - Sun Exposed (Lower leg)
GTEX-11EQ9-2426-SM-5HL5T	Skin - Sun Exposed (Lower leg)
GTEX-11GS4-2726-SM-5A5LE	Skin - Sun Exposed (Lower leg)
GTEX-11GSO-2426-SM-5A5LY	Skin - Sun Exposed (Lower leg)
GTEX-11GSP-2526-SM-5N9BP	Skin - Sun Exposed (Lower leg)
GTEX-11H98-0126-SM-5EGHG	Skin - Sun Exposed (Lower leg)
GTEX-11LCK-1026-SM-5A5KB	Skin - Sun Exposed (Lower leg)
GTEX-11NSD-2226-SM-5986V	Skin - Sun Exposed (Lower leg)
GTEX-11NUK-0126-SM-5A5L3	Skin - Sun Exposed (Lower leg)
GTEX-11O72-0126-SM-59887	Skin - Sun Exposed (Lower leg)
GTEX-11OC5-0126-SM-5HL6A	Skin - Sun Exposed (Lower leg)
GTEX-11OF3-2626-SM-5GU7F	Skin - Sun Exposed (Lower leg)
GTEX-11P7K-2126-SM-5GU7G	Skin - Sun Exposed (Lower leg)
GTEX-11P81-2326-SM-59875	Skin - Sun Exposed (Lower leg)
GTEX-11P82-1626-SM-59879	Skin - Sun Exposed (Lower leg)
GTEX-11TT1-2526-SM-5EGIB	Skin - Sun Exposed (Lower leg)
GTEX-11TTK-0126-SM-5987B	Skin - Sun Exposed (Lower leg)
GTEX-11TUW-2726-SM-5EQLC	Skin - Sun Exposed (Lower leg)
GTEX-11UD1-0126-SM-5PNYG	Skin - Sun Exposed (Lower leg)
GTEX-11UD2-0226-SM-5EQKY	Skin - Sun Exposed (Lower leg)
GTEX-11VI4-1726-SM-5CVLH	Skin - Sun Exposed (Lower leg)
GTEX-11WQC-2526-SM-5CVLE	Skin - Sun Exposed (Lower leg)
GTEX-11WQK-0526-SM-5EQLD	Skin - Sun Exposed (Lower leg)
GTEX-11XUK-2026-SM-5EQLF	Skin - Sun Exposed (Lower leg)
GTEX-11ZTS-0126-SM-5EQ6M	Skin - Sun Exposed (Lower leg)
GTEX-11ZTT-2426-SM-5EQLS	Skin - Sun Exposed (Lower leg)
GTEX-11ZU8-2526-SM-5EQKI	Skin - Sun Exposed (Lower leg)
GTEX-11ZVC-2526-SM-5FQTE	Skin - Sun Exposed (Lower leg)
GTEX-1211K-2026-SM-5EQ4Z	Skin - Sun Exposed (Lower leg)
GTEX-12126-0326-SM-5PNW3	Skin - Sun Exposed (Lower leg)
GTEX-1212Z-2526-SM-5EGKP	Skin - Sun Exposed (Lower leg)
GTEX-12584-0126-SM-5EGKQ	Skin - Sun Exposed (Lower leg)
GTEX-12696-2426-SM-5EQ6H	Skin - Sun Exposed (Lower leg)
GTEX-1269C-2526-SM-5EGJ3	Skin - Sun Exposed (Lower leg)
GTEX-12C56-1726-SM-5EQ61	Skin - Sun Exposed (Lower leg)
GTEX-12KS4-0326-SM-5EQ41	Skin - Sun Exposed (Lower leg)
GTEX-12WSA-0226-SM-5BC5V	Skin - Sun Exposed (Lower leg)
GTEX-12WSB-0126-SM-59HJN	Skin - Sun Exposed (Lower leg)
GTEX-12WSC-0126-SM-5EQ4P	Skin - Sun Exposed (Lower leg)
GTEX-12WSD-0126-SM-59HKN	Skin - Sun Exposed (Lower leg)
GTEX-12WSG-2826-SM-5FQUS	Skin - Sun Exposed (Lower leg)
GTEX-12WSJ-1826-SM-5GCNY	Skin - Sun Exposed (Lower leg)
GTEX-12WSK-2326-SM-5GCOH	Skin - Sun Exposed (Lower leg)
GTEX-12WSL-2526-SM-5GCNJ	Skin - Sun Exposed (Lower leg)
GTEX-12WSN-2326-SM-5DUVG	Skin - Sun Exposed (Lower leg)
GTEX-12ZZX-0126-SM-5EGK9	Skin - Sun Exposed (Lower leg)
GTEX-12ZZY-0226-SM-5LZVE	Skin - Sun Exposed (Lower leg)
GTEX-12ZZZ-0626-SM-5DUXI	Skin - Sun Exposed (Lower leg)
GTEX-13111-1626-SM-5EGJY	Skin - Sun Exposed (Lower leg)
GTEX-13112-2826-SM-5DUWH	Skin - Sun Exposed (Lower leg)
GTEX-13113-1926-SM-5LZWG	Skin - Sun Exposed (Lower leg)
GTEX-1313W-0126-SM-5LZUN	Skin - Sun Exposed (Lower leg)
GTEX-1314G-1526-SM-5EGK2	Skin - Sun Exposed (Lower leg)
GTEX-131XE-2326-SM-5PNZ2	Skin - Sun Exposed (Lower leg)
GTEX-131XF-2126-SM-5DUWS	Skin - Sun Exposed (Lower leg)
GTEX-131XG-2626-SM-5KM17	Skin - Sun Exposed (Lower leg)
GTEX-131XH-2226-SM-5DUXJ	Skin - Sun Exposed (Lower leg)
GTEX-131XW-0426-SM-5LZWP	Skin - Sun Exposed (Lower leg)
GTEX-131YS-0126-SM-5KM1M	Skin - Sun Exposed (Lower leg)
GTEX-132NY-0326-SM-5IJBL	Skin - Sun Exposed (Lower leg)
GTEX-133LE-1826-SM-5J1MV	Skin - Sun Exposed (Lower leg)
GTEX-1399R-2726-SM-5IJBA	Skin - Sun Exposed (Lower leg)
GTEX-1399T-2826-SM-5KLYZ	Skin - Sun Exposed (Lower leg)
GTEX-1399U-2326-SM-5K7WY	Skin - Sun Exposed (Lower leg)
GTEX-139D8-0226-SM-5KLZO	Skin - Sun Exposed (Lower leg)
GTEX-139T4-0226-SM-5HL5S	Skin - Sun Exposed (Lower leg)
GTEX-139T8-0126-SM-5K7XZ	Skin - Sun Exposed (Lower leg)
GTEX-139TS-2826-SM-5J1OO	Skin - Sun Exposed (Lower leg)
GTEX-139TT-0126-SM-5K7Y5	Skin - Sun Exposed (Lower leg)
GTEX-139TU-0126-SM-5K7WH	Skin - Sun Exposed (Lower leg)
GTEX-139UW-2826-SM-5L3E7	Skin - Sun Exposed (Lower leg)
GTEX-13CF2-2526-SM-5LZYX	Skin - Sun Exposed (Lower leg)
GTEX-13CF3-2426-SM-5IFGX	Skin - Sun Exposed (Lower leg)
GTEX-13D11-2426-SM-5KM1V	Skin - Sun Exposed (Lower leg)
GTEX-13FH7-2026-SM-5IJCR	Skin - Sun Exposed (Lower leg)
GTEX-13FHO-0226-SM-5IFGY	Skin - Sun Exposed (Lower leg)
GTEX-13FHP-0126-SM-5IJBG	Skin - Sun Exposed (Lower leg)
GTEX-13FTW-2626-SM-5K7WL	Skin - Sun Exposed (Lower leg)
GTEX-13FTX-1826-SM-5J1NX	Skin - Sun Exposed (Lower leg)
GTEX-13FTY-0526-SM-5L3EV	Skin - Sun Exposed (Lower leg)
GTEX-13FXS-0226-SM-5IJCK	Skin - Sun Exposed (Lower leg)
GTEX-13G51-2526-SM-5LZYK	Skin - Sun Exposed (Lower leg)
GTEX-13IVO-0126-SM-5J1NG	Skin - Sun Exposed (Lower leg)
GTEX-13JUV-2726-SM-5LZZ8	Skin - Sun Exposed (Lower leg)
GTEX-13N11-2526-SM-5K7UE	Skin - Sun Exposed (Lower leg)
GTEX-13N1W-0126-SM-5K7VT	Skin - Sun Exposed (Lower leg)
GTEX-13N2G-2626-SM-5J1OT	Skin - Sun Exposed (Lower leg)
GTEX-13NYB-2526-SM-5K7Z6	Skin - Sun Exposed (Lower leg)
GTEX-13NYC-0326-SM-5K7WP	Skin - Sun Exposed (Lower leg)
GTEX-13NYS-0126-SM-5MR3W	Skin - Sun Exposed (Lower leg)
GTEX-13NZ8-0826-SM-5MR3I	Skin - Sun Exposed (Lower leg)
GTEX-13NZA-0226-SM-5K7Z7	Skin - Sun Exposed (Lower leg)
GTEX-13NZB-2526-SM-5J1OM	Skin - Sun Exposed (Lower leg)
GTEX-13O1R-0126-SM-5L3EH	Skin - Sun Exposed (Lower leg)
GTEX-13O21-1426-SM-5K7XI	Skin - Sun Exposed (Lower leg)
